symbol,status,oos_accuracy,oos_f1,n_windows,n_predictions,n_features,n_rows,avg_lgbm_acc,avg_xgb_acc,avg_lstm_acc,avg_bilstm_acc,avg_gru_acc,avg_cnn_lstm_acc,avg_cnn_gru_acc,avg_tcn_gru_acc,avg_tcn_transformer_acc,avg_nbeats_acc,avg_dir_acc_up,avg_dir_acc_down,avg_pct_neutral,best_model,best_model_acc
SBIN,ok,0.5574324324324325,0.674937965260546,6.0,592,47.0,1076.0,0.5741894542517595,0.5695454020999192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.567218033250642,0.5244188681688682,0.0,lgbm,0.5741894542517595
SHRIRAMFIN,ok,0.4406779661016949,0.4979253112033195,6.0,649,47.0,1180.0,0.5056497175141244,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4697662389711417,0.3959871355949787,0.0,lgbm,0.5056497175141244
SIEMENS,ok,0.5200573065902578,0.6447507953340403,6.0,698,50.0,1267.0,0.527496888409782,0.5117390925092696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5390443958072849,0.3959107327141383,0.0,lgbm,0.527496888409782
SUNPHARMA,ok,0.540587219343696,0.6076696165191741,6.0,579,50.0,1051.0,0.5488619347109912,0.5221174004192871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555883791606976,0.5498067942713983,0.0,lgbm,0.5488619347109912
TATACONSUM,ok,0.49589490968801314,0.5595408895265424,6.0,609,50.0,1105.0,0.50513338013338,0.5097738972738973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5080751424501425,0.46602398205659074,0.0,xgb,0.5097738972738973
TATAELXSI,ok,0.4944356120826709,0.4175824175824176,6.0,629,50.0,1141.0,0.49926264937706594,0.542806228464715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4308271282500458,0.5442153948434476,0.0,xgb,0.542806228464715
TATAPOWER,ok,0.4971671388101983,0.6024636058230683,6.0,706,50.0,1281.0,0.5033903858576824,0.5046426219936394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5216800989743825,0.45100136901607496,0.0,xgb,0.5046426219936394
TATASTEEL,ok,0.5,0.613903743315508,6.0,722,50.0,1311.0,0.49490130310740993,0.5062842162078803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5141979836494177,0.4537176862758258,0.0,xgb,0.5062842162078803
TCS,ok,0.4846846846846847,0.5769230769230769,6.0,555,50.0,1008.0,0.4786763088073513,0.47011712935999483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4551665145779675,0.582907298439335,0.0,lgbm,0.4786763088073513
TECHM,ok,0.511437908496732,0.5841446453407511,6.0,612,50.0,1112.0,0.5194793007293007,0.4956027456027456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5080620388296379,0.5126611346691133,0.0,lgbm,0.5194793007293007
TORNTPHARM,ok,0.5025553662691652,0.628498727735369,6.0,587,50.0,1066.0,0.49434419430892723,0.5117268711725892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5206204725437953,0.45406911928651056,0.0,xgb,0.5117268711725892
TVSMOTOR,ok,0.5,0.6445714285714286,6.0,622,50.0,1130.0,0.46682709724162913,0.5170263416653729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5104651467292268,0.46779505582137165,0.0,xgb,0.5170263416653729
ULTRACEMCO,ok,0.5425170068027211,0.6038291605301914,6.0,588,50.0,1068.0,0.5032017999307717,0.5015276988620901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5190054254886345,0.5739989177489178,0.0,lgbm,0.5032017999307717
VEDL,ok,0.5481927710843374,0.6376811594202898,6.0,664,50.0,1205.0,0.5350567899561938,0.509123274473498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.591117210861201,0.45747485372016045,0.0,lgbm,0.5350567899561938
WIPRO,ok,0.5153061224489796,0.5210084033613446,6.0,588,50.0,1068.0,0.5311956434186492,0.5062740692847081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5198640635342012,0.5300394931664888,0.0,lgbm,0.5311956434186492
AVERAGE,ok,0.5038264442632386,0.573433188614722,6.0,50348,49.2962962962963,1128.5185185185185,0.5063398894728495,0.5038027949780643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5062549282936604,0.4982492763615616,0.0,lgbm,0.5150173726408148
