symbol,oos_accuracy,oos_f1,n_windows,n_predictions,n_features,n_rows
NAUKRI,0.5306122448979592,0.6424870466321243,6.0,735,50.0,1335.0
HEROMOTOCO,0.5057096247960848,0.5511111111111111,6.0,613,50.0,1113.0
MARUTI,0.5208333333333334,0.5353535353535354,6.0,576,50.0,1045.0
BAJAJ-AUTO,0.4895833333333333,0.6388206388206388,6.0,576,50.0,1045.0
EICHERMOT,0.5253682487725041,0.6329113924050633,6.0,611,50.0,1109.0
M&M,0.5206349206349207,0.6463700234192038,6.0,630,50.0,1144.0
TVSMOTOR,0.5428109854604201,0.6966773847802786,6.0,619,50.0,1124.0
BOSCHLTD,0.5136690647482014,0.6471816283924844,6.0,695,50.0,1261.0
MOTHERSON,0.43676470588235294,0.5312117503059975,6.0,680,50.0,1236.0
EXIDEIND,0.5151515151515151,0.5742296918767507,6.0,627,50.0,1137.0
SUNPHARMA,0.5350089766606823,0.6829865361077111,6.0,557,50.0,1011.0
DRREDDY,0.4542314335060449,0.5485714285714286,6.0,579,50.0,1052.0
CIPLA,0.5234782608695652,0.6432291666666666,6.0,575,50.0,1044.0
TORNTPHARM,0.5520282186948854,0.6567567567567567,6.0,567,50.0,1029.0
DIVISLAB,0.5410557184750733,0.6159509202453988,6.0,682,50.0,1237.0
LUPIN,0.5884297520661157,0.6675567423230975,6.0,605,50.0,1098.0
ALKEM,0.46,0.6067961165048543,6.0,600,50.0,1089.0
HINDUNILVR,0.5018796992481203,0.5009416195856874,6.0,532,50.0,965.0
AUROPHARMA,0.5214067278287462,0.6012738853503184,6.0,654,50.0,1188.0
ITC,0.5543672014260249,0.6165644171779141,6.0,561,50.0,1019.0
NESTLEIND,0.49242424242424243,0.6193181818181818,6.0,528,50.0,960.0
BRITANNIA,0.5636363636363636,0.5419847328244275,6.0,550,50.0,998.0
TATACONSUM,0.4725663716814159,0.517799352750809,6.0,565,50.0,1025.0
MARICO,0.5365418894830659,0.5695364238410596,6.0,561,50.0,1020.0
COLPAL,0.4227941176470588,0.47491638795986624,6.0,544,50.0,987.0
GODREJCP,0.46942148760330576,0.5313868613138686,6.0,605,50.0,1097.0
RELIANCE,0.5136054421768708,0.6103542234332425,6.0,588,50.0,1068.0
ONGC,0.4688,0.6157407407407407,6.0,625,50.0,1136.0
NTPC,0.5050675675675675,0.6659064994298746,6.0,592,50.0,1074.0
BPCL,0.5472,0.6271409749670619,6.0,625,50.0,1136.0
POWERGRID,0.46632124352331605,0.6002587322121604,6.0,579,50.0,1052.0
COALINDIA,0.4709784411276949,0.6329113924050633,6.0,603,50.0,1095.0
TATAPOWER,0.4952638700947226,0.6027689030883919,6.0,739,50.0,1342.0
GAIL,0.5120967741935484,0.6402378592666006,6.0,744,50.0,1352.0
TATASTEEL,0.5345303867403315,0.5973715651135006,6.0,724,50.0,1316.0
HINDALCO,0.5467289719626168,0.6643598615916955,6.0,642,50.0,1166.0
JSWSTEEL,0.56957928802589,0.6490765171503958,6.0,618,50.0,1123.0
VEDL,0.4893939393939394,0.5844636251541308,6.0,660,50.0,1199.0
NMDC,0.503725782414307,0.6068476977567887,6.0,671,50.0,1217.0
SAIL,0.5874439461883408,0.6377952755905512,6.0,669,50.0,1214.0
LT,0.5650741350906096,0.6732673267326733,6.0,607,50.0,1103.0
BHEL,0.47058823529411764,0.5941176470588235,6.0,782,50.0,1420.0
SIEMENS,0.5210884353741496,0.648,6.0,735,50.0,1334.0
POLYCAB,0.5084745762711864,0.6514423076923077,6.0,590,50.0,1071.0
ABB,0.46301369863013697,0.5748373101952278,6.0,730,50.0,1325.0
HAVELLS,0.4460431654676259,0.5486518171160609,6.0,695,50.0,1263.0
INDUSTOWER,0.4603421461897356,0.4766214177978884,6.0,643,50.0,1168.0
CUMMINSIND,0.5251572327044025,0.6766595289079229,6.0,636,50.0,1156.0
BHARTIARTL,0.5025728987993139,0.6472019464720195,6.0,583,50.0,1059.0
ULTRACEMCO,0.5524475524475524,0.6701030927835051,6.0,572,50.0,1040.0
AMBUJACEM,0.5368589743589743,0.5434439178515008,6.0,624,50.0,1133.0
GRASIM,0.527363184079602,0.6415094339622641,6.0,603,50.0,1094.0
TITAN,0.5323033707865169,0.67384916748286,6.0,712,50.0,1293.0
SHREECEM,0.5263157894736842,0.6031294452347084,6.0,589,50.0,1070.0
ASIANPAINT,0.5022354694485842,0.5386740331491713,6.0,671,50.0,1219.0
PIDILITIND,0.47523219814241485,0.5557011795543906,6.0,646,50.0,1173.0
BERGEPAINT,0.5131964809384164,0.6009615384615384,6.0,682,50.0,1238.0
VOLTAS,0.520949720670391,0.5811965811965812,6.0,716,50.0,1300.0
PAGEIND,0.538135593220339,0.5198237885462555,6.0,708,50.0,1285.0
DLF,0.5090439276485789,0.62,6.0,774,50.0,1405.0
DMART,0.4263888888888889,0.4725415070242657,6.0,720,50.0,1308.0
GODREJPROP,0.48031496062992124,0.6094674556213018,6.0,762,50.0,1384.0
ADANIPORTS,0.5055467511885895,0.5329341317365269,6.0,631,50.0,1146.0
ADANIENT,0.4979536152796726,0.5523114355231143,6.0,733,50.0,1331.0
IRFC,0.5571428571428572,0.34507042253521125,6.0,420,50.0,761.0
BEL,0.5768025078369906,0.6785714285714286,6.0,638,50.0,1158.0
HAL,0.4776579352850539,0.5788819875776398,6.0,649,50.0,1179.0
ETERNAL,0.5,0.6177606177606177,6.0,396,50.0,719.0
AVERAGE,0.5142528576117427,0.5932307260749288,6.0,60670,49.44329896907217,1135.7113402061855
