symbol,oos_accuracy,oos_f1,n_windows,n_predictions,n_features,n_rows
AUROPHARMA,0.5099236641221374,0.5982478097622027,6.0,655,50.0,1190.0
HINDUNILVR,0.5,0.48046875,6.0,532,50.0,966.0
ITC,0.5452930728241563,0.6363636363636364,6.0,563,50.0,1021.0
NESTLEIND,0.47924528301886793,0.6134453781512605,6.0,530,50.0,962.0
BRITANNIA,0.5545454545454546,0.6042003231017771,6.0,550,50.0,999.0
TATACONSUM,0.4725663716814159,0.517799352750809,6.0,565,50.0,1025.0
MARICO,0.5435168738898757,0.5834683954619124,6.0,563,50.0,1021.0
COLPAL,0.4227941176470588,0.47491638795986624,6.0,544,50.0,987.0
RELIANCE,0.5263157894736842,0.5915080527086384,6.0,589,50.0,1070.0
GODREJCP,0.4479338842975207,0.5145348837209303,6.0,605,50.0,1099.0
ONGC,0.4864433811802233,0.603448275862069,6.0,627,50.0,1138.0
NTPC,0.5118243243243243,0.6712172923777019,6.0,592,50.0,1076.0
POWERGRID,0.46632124352331605,0.6002587322121604,6.0,579,50.0,1052.0
BPCL,0.518341307814992,0.5828729281767956,6.0,627,50.0,1138.0
COALINDIA,0.4727272727272727,0.624263839811543,6.0,605,50.0,1097.0
GAIL,0.5315436241610738,0.6568338249754179,6.0,745,50.0,1353.0
TATAPOWER,0.4837837837837838,0.5668934240362812,6.0,740,50.0,1344.0
HINDALCO,0.5396578538102644,0.6659142212189616,6.0,643,50.0,1168.0
TATASTEEL,0.5275482093663911,0.5969447708578144,6.0,726,50.0,1318.0
JSWSTEEL,0.5476575121163166,0.6226415094339622,6.0,619,50.0,1124.0
VEDL,0.4909365558912387,0.5824039653035935,6.0,662,50.0,1201.0
SAIL,0.5037369207772795,0.5829145728643216,6.0,669,50.0,1216.0
NMDC,0.5648286140089419,0.6490384615384616,6.0,671,50.0,1219.0
LT,0.537828947368421,0.6721120186697783,6.0,608,50.0,1104.0
SIEMENS,0.48435374149659866,0.624380574826561,6.0,735,50.0,1336.0
BHEL,0.4929757343550447,0.6018054162487463,6.0,783,50.0,1422.0
ABB,0.5123287671232877,0.641851106639839,6.0,730,50.0,1326.0
HAVELLS,0.48923959827833574,0.5751789976133651,6.0,697,50.0,1265.0
POLYCAB,0.5279187817258884,0.6698224852071006,6.0,591,50.0,1073.0
BHARTIARTL,0.4751286449399657,0.6286407766990292,6.0,583,50.0,1060.0
INDUSTOWER,0.4603421461897356,0.4766214177978884,6.0,643,50.0,1168.0
CUMMINSIND,0.5313479623824452,0.6829268292682927,6.0,638,50.0,1158.0
GRASIM,0.527363184079602,0.6415094339622641,6.0,603,50.0,1094.0
AMBUJACEM,0.5248,0.5058236272878536,6.0,625,50.0,1134.0
ULTRACEMCO,0.5156794425087108,0.6454081632653061,6.0,574,50.0,1042.0
TITAN,0.5217391304347826,0.6458982346832814,6.0,713,50.0,1294.0
SHREECEM,0.5084745762711864,0.5857142857142857,6.0,590,50.0,1072.0
ASIANPAINT,0.5037147102526003,0.5335195530726257,6.0,673,50.0,1221.0
BERGEPAINT,0.4413489736070381,0.5415162454873647,6.0,682,50.0,1240.0
VOLTAS,0.5076708507670851,0.5700365408038977,6.0,717,50.0,1301.0
PIDILITIND,0.4992272024729521,0.5909090909090909,6.0,647,50.0,1175.0
PAGEIND,0.5275035260930888,0.5404663923182441,6.0,709,50.0,1287.0
DMART,0.4263888888888889,0.4725415070242657,6.0,720,50.0,1308.0
DLF,0.47870967741935483,0.6217228464419475,6.0,775,50.0,1407.0
ADANIENT,0.5381471389645777,0.5568627450980392,6.0,734,50.0,1333.0
GODREJPROP,0.45871559633027525,0.5798575788402849,6.0,763,50.0,1386.0
ADANIPORTS,0.49050632911392406,0.49050632911392406,6.0,632,50.0,1148.0
BEL,0.5094043887147336,0.6313309776207303,6.0,638,50.0,1160.0
IRFC,0.5547619047619048,0.3048327137546468,6.0,420,50.0,762.0
HAL,0.48382126348228044,0.5828144458281445,6.0,649,50.0,1180.0
ETERNAL,0.5276381909547738,0.6466165413533834,6.0,398,50.0,721.0
AVERAGE,0.5101597638857844,0.5869028679638848,6.0,60761,49.44329896907217,1137.340206185567
