symbol,oos_accuracy,oos_f1,n_windows,n_predictions,n_features,n_rows
TVSMOTOR,0.5144694533762058,0.652073732718894,6.0,622,50.0,1130.0
EICHERMOT,0.5039872408293461,0.4572425828970332,6.0,627,50.0,1137.0
HEROMOTOCO,0.4819672131147541,0.5683060109289617,6.0,610,50.0,1107.0
BOSCHLTD,0.5453216374269005,0.6687965921192758,6.0,684,50.0,1241.0
MOTHERSON,0.48323170731707316,0.5778331257783312,6.0,656,50.0,1192.0
M&M,0.47704918032786886,0.6076260762607626,6.0,610,50.0,1107.0
EXIDEIND,0.5065573770491804,0.5970548862115127,6.0,610,50.0,1107.0
DRREDDY,0.5210526315789473,0.6459143968871596,6.0,570,50.0,1035.0
SUNPHARMA,0.5302245250431779,0.5915915915915916,6.0,579,50.0,1051.0
CIPLA,0.5052083333333334,0.5790251107828656,6.0,576,50.0,1046.0
LUPIN,0.5132890365448505,0.6257982120051085,6.0,602,50.0,1093.0
DIVISLAB,0.5022421524663677,0.5289957567185289,6.0,669,50.0,1216.0
TORNTPHARM,0.5008517887563884,0.6248399487836107,6.0,587,50.0,1066.0
AUROPHARMA,0.5125786163522013,0.4483985765124555,6.0,636,50.0,1154.0
ALKEM,0.5269360269360269,0.5722983257229832,6.0,594,50.0,1079.0
NESTLEIND,0.49636363636363634,0.6059743954480796,6.0,550,50.0,998.0
ITC,0.5203539823008849,0.5579119086460033,6.0,565,50.0,1025.0
HINDUNILVR,0.5333333333333333,0.571900826446281,6.0,555,50.0,1008.0
BRITANNIA,0.5340699815837937,0.6149162861491628,6.0,543,50.0,985.0
TATACONSUM,0.5057471264367817,0.5460030165912518,6.0,609,50.0,1105.0
MARICO,0.48961937716262977,0.5249597423510467,6.0,578,50.0,1049.0
RELIANCE,0.49914236706689535,0.5244299674267101,6.0,583,50.0,1060.0
COLPAL,0.4965156794425087,0.5923836389280677,6.0,574,50.0,1041.0
GODREJCP,0.46317512274959083,0.5060240963855421,6.0,611,50.0,1110.0
ONGC,0.5189873417721519,0.5669515669515669,6.0,632,50.0,1148.0
NTPC,0.5206611570247934,0.6419753086419753,6.0,605,50.0,1097.0
BPCL,0.46570972886762363,0.5527369826435247,6.0,627,50.0,1139.0
POWERGRID,0.49498327759197325,0.6317073170731707,6.0,598,50.0,1086.0
COALINDIA,0.501628664495114,0.6025974025974026,6.0,614,50.0,1114.0
GAIL,0.5109289617486339,0.5959367945823928,6.0,732,50.0,1329.0
HINDALCO,0.47706422018348627,0.5535248041775457,6.0,654,50.0,1187.0
TATAPOWER,0.5113314447592068,0.609286523216308,6.0,706,50.0,1281.0
TATASTEEL,0.4903047091412742,0.5947136563876652,6.0,722,50.0,1311.0
JSWSTEEL,0.5135566188197768,0.5196850393700787,6.0,627,50.0,1139.0
SAIL,0.5345345345345346,0.5788043478260869,6.0,666,50.0,1209.0
VEDL,0.5391566265060241,0.6036269430051814,6.0,664,50.0,1205.0
NMDC,0.5038520801232665,0.5150602409638554,6.0,649,50.0,1177.0
LT,0.535,0.6418485237483954,6.0,600,50.0,1090.0
BHEL,0.524547803617571,0.6282828282828283,6.0,774,50.0,1405.0
HAVELLS,0.5151515151515151,0.5810473815461347,6.0,693,50.0,1260.0
SIEMENS,0.5243553008595988,0.6399132321041214,6.0,698,50.0,1267.0
ABB,0.5096685082872928,0.6417759838546923,6.0,724,50.0,1316.0
POLYCAB,0.5033444816053512,0.6337854500616523,6.0,598,50.0,1085.0
CUMMINSIND,0.5321543408360129,0.679162072767365,6.0,622,50.0,1130.0
BHARTIARTL,0.5523156089193825,0.6477732793522267,6.0,583,50.0,1059.0
INDUSTOWER,0.5031545741324921,0.48105436573311366,6.0,634,50.0,1151.0
GRASIM,0.5147540983606558,0.6021505376344086,6.0,610,50.0,1108.0
ULTRACEMCO,0.5306122448979592,0.5905044510385756,6.0,588,50.0,1068.0
TITAN,0.5066864784546805,0.547683923705722,6.0,673,50.0,1223.0
SHREECEM,0.4815436241610738,0.5592011412268189,6.0,596,50.0,1083.0
AMBUJACEM,0.49760765550239233,0.5771812080536913,6.0,627,50.0,1138.0
PIDILITIND,0.503725782414307,0.5518169582772544,6.0,671,50.0,1220.0
ASIANPAINT,0.500763358778626,0.4976958525345622,6.0,655,50.0,1189.0
BERGEPAINT,0.5067064083457526,0.578343949044586,6.0,671,50.0,1220.0
PAGEIND,0.5020979020979021,0.5527638190954773,6.0,715,50.0,1298.0
VOLTAS,0.5193370165745856,0.5905882352941176,6.0,724,50.0,1315.0
DLF,0.4722222222222222,0.583941605839416,6.0,756,50.0,1373.0
DMART,0.47919655667144906,0.5087956698240866,6.0,697,50.0,1265.0
GODREJPROP,0.5321100917431193,0.636085626911315,6.0,763,50.0,1385.0
ADANIENT,0.5692307692307692,0.6030927835051546,6.0,715,50.0,1299.0
BEL,0.4869431643625192,0.5570291777188329,6.0,651,50.0,1182.0
ADANIPORTS,0.518578352180937,0.5224358974358975,6.0,619,50.0,1124.0
HAL,0.49765990639625585,0.6120481927710844,6.0,641,50.0,1164.0
ETERNAL,0.5272277227722773,0.5213032581453634,6.0,404,50.0,733.0
IRFC,0.5506172839506173,0.40522875816993464,6.0,405,50.0,734.0
AVERAGE,0.505145243374491,0.5671991856549715,6.0,61331,49.41836734693877,1136.2755102040817
