symbol,strategy,oos_acc_dir,n_oos,n_trades,total_return,win_rate,sharpe,max_dd,precision
SUNPHARMA,primary_only_0.58,0.6261682242990654,107,79,0.30170625457871436,0.5949367088607594,1.4438636544082941,0.1386241872885568,0.5949367088607594
SUNPHARMA,meta_label_thr0.55,0.6261682242990654,107,85,0.24604168027666695,0.6,1.173766717353011,0.15629824479374085,0.6
SUNPHARMA,meta_label_thr0.60,0.6261682242990654,107,78,0.2194719965555374,0.5897435897435898,1.1342195278618463,0.14987124871381854,0.5897435897435898
SUNPHARMA,meta_label_thr0.65,0.6261682242990654,107,70,0.18506826590191605,0.5857142857142857,1.0691741408945654,0.1554693322481236,0.5857142857142857
SUNPHARMA,primary_0.58_AND_meta_0.60,0.6261682242990654,107,71,0.3396588086865804,0.6056338028169014,1.6823426940157915,0.11894645844644618,0.6056338028169014
NTPC,primary_only_0.58,0.5658536585365853,205,102,-0.3931565372794976,0.4215686274509804,-4.194108256019217,0.3873396201503031,0.4215686274509804
NTPC,meta_label_thr0.55,0.5658536585365853,205,168,-0.40999649940749594,0.4880952380952381,-2.5477132960468523,0.4671252332991921,0.4880952380952381
NTPC,meta_label_thr0.60,0.5658536585365853,205,41,-0.3158352160568544,0.36585365853658536,-6.543279966375277,0.3386461786191899,0.36585365853658536
NTPC,meta_label_thr0.65,0.5658536585365853,205,40,-0.2977832169450012,0.375,-6.21307740888126,0.3211960571332829,0.375
NTPC,primary_0.58_AND_meta_0.60,0.5658536585365853,205,32,-0.25514753829031234,0.3125,-7.342204015298221,0.2764647215658984,0.3125
TATASTEEL,primary_only_0.58,0.5953002610966057,383,96,0.3226491690984885,0.5416666666666666,1.8506351027387273,0.21084156533296994,0.5416666666666666
TATASTEEL,meta_label_thr0.55,0.5953002610966057,383,207,0.01676772320414699,0.5893719806763285,0.4125938270524994,0.5125866678061538,0.5893719806763285
TATASTEEL,meta_label_thr0.60,0.5953002610966057,383,138,0.5198500181199419,0.5652173913043478,1.87940823605021,0.2937294897600026,0.5652173913043478
TATASTEEL,meta_label_thr0.65,0.5953002610966057,383,127,0.6124457015406544,0.5905511811023622,2.2901064418147783,0.32545911125766624,0.5905511811023622
TATASTEEL,primary_0.58_AND_meta_0.60,0.5953002610966057,383,87,0.3570416746684819,0.5402298850574713,2.2252125041615605,0.18530200316953366,0.5402298850574713
