symbol,entry_date,exit_date,hold_days,gross_return,net_return,weight
BHARTIARTL,2026-01-08,2026-02-05,28,-0.007570068373005001,-0.010070068373005002,0.125
LT,2026-01-22,2026-02-06,15,0.07230218917648168,0.06980218917648168,0.125
ICICIBANK,2026-01-28,2026-02-06,9,0.021057285849463092,0.018557285849463093,0.125
RELIANCE,2026-01-22,2026-02-10,19,0.044041905524563996,0.04154190552456399,0.125
TATASTEEL,2026-02-04,2026-02-18,14,0.09571115326880197,0.09321115326880197,0.125
RELIANCE,2026-02-16,2026-02-27,11,-0.15128054780801037,-0.15378054780801037,0.125
ICICIBANK,2026-02-12,2026-03-02,18,-0.16951329962464012,-0.17201329962464013,0.125
TATASTEEL,2026-02-26,2026-03-09,11,-0.11372498737809966,-0.11622498737809966,0.125
SUNPHARMA,2026-02-25,2026-03-13,16,0.005257240010095643,0.002757240010095643,0.125
HDFCBANK,2026-03-02,2026-03-13,11,-0.25281880141347646,-0.25531880141347646,0.125
INFY,2026-03-02,2026-03-16,14,-0.01792224000960585,-0.02042224000960585,0.125
ICICIBANK,2026-03-05,2026-03-16,11,-0.09932369899851623,-0.10182369899851623,0.125
HCLTECH,2026-02-27,2026-03-17,18,-0.04106417637576498,-0.043564176375764985,0.125
BHARTIARTL,2026-03-02,2026-03-19,17,-0.05139034574160728,-0.05389034574160728,0.125
