symbol,oos_accuracy,oos_f1,n_windows,n_predictions,n_features,n_rows
ONGC,0.4920886075949367,0.5446808510638298,6.0,632,50.0,1148.0
BPCL,0.49920255183413076,0.5539772727272727,6.0,627,50.0,1139.0
NTPC,0.5272727272727272,0.6352040816326531,6.0,605,50.0,1097.0
POWERGRID,0.479933110367893,0.6211936662606578,6.0,598,50.0,1086.0
COALINDIA,0.4820846905537459,0.5891472868217055,6.0,614,50.0,1114.0
GAIL,0.5027322404371585,0.5767441860465117,6.0,732,50.0,1329.0
TATASTEEL,0.4986149584487535,0.6189473684210526,6.0,722,50.0,1311.0
TATAPOWER,0.5070821529745042,0.6081081081081081,6.0,706,50.0,1281.0
VEDL,0.5436746987951807,0.637125748502994,6.0,664,50.0,1205.0
JSWSTEEL,0.518341307814992,0.5532544378698225,6.0,627,50.0,1139.0
HINDALCO,0.4984709480122324,0.5816326530612245,6.0,654,50.0,1187.0
INDUSTOWER,0.5110410094637224,0.45993031358885017,6.0,634,50.0,1151.0
BHARTIARTL,0.548885077186964,0.6606451612903226,6.0,583,50.0,1059.0
SAIL,0.5315315315315315,0.5894736842105263,6.0,666,50.0,1209.0
LT,0.5566666666666666,0.6641414141414141,6.0,600,50.0,1090.0
SIEMENS,0.5343839541547278,0.6673490276356192,6.0,698,50.0,1267.0
BHEL,0.5310077519379846,0.6246122026887281,6.0,774,50.0,1405.0
ABB,0.5041436464088398,0.6256517205422315,6.0,724,50.0,1316.0
HAVELLS,0.5122655122655123,0.5529100529100529,6.0,693,50.0,1260.0
POLYCAB,0.5133779264214047,0.6498194945848376,6.0,598,50.0,1085.0
GRASIM,0.5098360655737705,0.617157490396927,6.0,610,50.0,1108.0
ULTRACEMCO,0.5425170068027211,0.6258692628650904,6.0,588,50.0,1068.0
CUMMINSIND,0.5321543408360129,0.6784530386740332,6.0,622,50.0,1130.0
AMBUJACEM,0.48165869218500795,0.5901639344262295,6.0,627,50.0,1138.0
SHREECEM,0.5016778523489933,0.5689404934687954,6.0,596,50.0,1083.0
TITAN,0.5156017830609212,0.6109785202863962,6.0,673,50.0,1223.0
ASIANPAINT,0.4900763358778626,0.5201149425287356,6.0,655,50.0,1189.0
PIDILITIND,0.4873323397913562,0.5875299760191847,6.0,671,50.0,1220.0
BERGEPAINT,0.518628912071535,0.597758405977584,6.0,671,50.0,1220.0
VOLTAS,0.5303867403314917,0.6127562642369021,6.0,724,50.0,1315.0
PAGEIND,0.5076923076923077,0.5654320987654321,6.0,715,50.0,1298.0
DMART,0.4748923959827834,0.5355329949238579,6.0,697,50.0,1265.0
DLF,0.4947089947089947,0.6172344689378757,6.0,756,50.0,1373.0
GODREJPROP,0.5203145478374837,0.6195426195426196,6.0,763,50.0,1385.0
ADANIENT,0.5384615384615384,0.6180555555555556,6.0,715,50.0,1299.0
ADANIPORTS,0.5395799676898223,0.5739910313901345,6.0,619,50.0,1124.0
BEL,0.4823348694316436,0.5559947299077734,6.0,651,50.0,1182.0
HAL,0.516380655226209,0.636150234741784,6.0,641,50.0,1164.0
ETERNAL,0.4975247524752475,0.5708245243128964,6.0,404,50.0,733.0
IRFC,0.5432098765432098,0.4307692307692308,6.0,405,50.0,734.0
OFSS,0.5058236272878536,0.5058236272878536,6.0,601,50.0,1091.0
NMDC,0.4930662557781202,0.5333333333333333,6.0,649,50.0,1177.0
NAUKRI,0.4654002713704206,0.5641592920353983,6.0,737,50.0,1337.0
BOSCHLTD,0.5146198830409356,0.621867881548975,6.0,684,50.0,1241.0
MANAPPURAM,0.5358778625954198,0.5421686746987951,6.0,655,47.0,1189.0
RBLBANK,0.5245901639344263,0.5436337625178826,6.0,671,47.0,1220.0
EXIDEIND,0.5081967213114754,0.5327102803738317,6.0,610,50.0,1107.0
AVERAGE,0.5076414704006659,0.5784454305909016,6.0,62002,49.39393939393939,1137.121212121212
